"Id","ParentId","CommentBody","CreatedById","CreatedDate","LastModifiedDate","IsPublished","IsDeleted"
"00aQk000009JDXRIA4","500Qk00000FwFNqIAN","need info on the username and pc from the DB
 
select * from clientmachine where name = 'lt302';
select * from clientmachine where name = 'lt303';
 
enable logs on the pcs and update the policies and gather the log files

enable server logs: vim /EPPServer/sieratool/webservice/webservice.php
DEBUG_VERBOSITY to 1017
 
tail -f /EPPServer/sieratool/log/WebService.log
 
and update the policies on both pcs","005Qk000001nViBIAU","2024-09-25T16:08:33.000Z","2024-09-25T16:08:33.000Z","false","false"
"00aQk000009Q4kLIAS","500Qk00000FwFNqIAN","the 303 computer disappears from the DB completely when the issue reproduces (the user is also wrong as it shows the user for 302)
once the policies were updated from collecting logs the computer appeared in the DB
waiting for the log files to be uploaded","005Qk000001nViBIAU","2024-10-01T17:46:21.000Z","2024-10-01T21:44:14.000Z","false","false"
"00aQk000009TDO5IAO","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the Following Fields have been updated: 
Account ACV has been changed to 8210.88.","005Qk000001nViBIAU","2024-10-03T21:40:55.000Z","2024-10-03T21:40:55.000Z","false","false"
"00aQk000009TDJGIA4","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the Following Fields have been updated: 
Account ACV has been changed to 4105.44.","005Qk000001nViBIAU","2024-10-03T21:40:56.000Z","2024-10-03T21:40:56.000Z","false","false"
"00aQk000009oHBmIAM","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the new comment has been added: Can someone please take a look at this item and provide an update? the customer is requesting one.","005Qk000001nViBIAU","2024-10-22T21:29:56.000Z","2024-10-22T21:29:56.000Z","false","false"
"00aQk000009tfbgIAA","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the Following Fields have been updated: 
Status has been changed to Awaiting Escalating Engineer.","0054u000006gtWUAAY","2024-10-28T10:17:56.000Z","2024-10-28T10:17:56.000Z","false","false"
"00aQk000009tfbiIAA","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the new comment has been added: Alexandra-Alina Pascalau:

@WaitingOnEngineer

Hi,
Please enable Virtual Desktop Clones Support on System Settings page and monitor the situation.
Thanks

[DevOps CommentId:11118180]","0054u000006gtWUAAY","2024-10-28T10:17:56.000Z","2024-10-28T10:17:56.000Z","false","false"
"00aQk000009u4q9IAA","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the Following Fields have been updated: 
Status has been changed to Awaiting Client.","005Qk000001nViBIAU","2024-10-28T15:31:03.000Z","2024-10-28T15:31:03.000Z","false","false"
"00aQk000009yeLaIAI","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the new comment has been added: This item has been confirmed as solved and can be closed.
Thank you for the help.","005Qk000001nViBIAU","2024-10-31T21:23:55.000Z","2024-10-31T21:23:55.000Z","false","false"
"00aQk000009yeTdIAI","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the Following Fields have been updated: 
Status has been changed to Closed - Resolved.","005Qk000001nViBIAU","2024-10-31T21:25:17.000Z","2024-10-31T21:25:17.000Z","false","false"
"00aQk000009yeTfIAI","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the Following Fields have been updated: 
Account ACV has been changed to 8210.88.","005Qk000001nViBIAU","2024-10-31T21:25:20.000Z","2024-10-31T21:25:20.000Z","false","false"
"00aQk000009yeVFIAY","500Qk00000FwFNqIAN","On Escalation Ticket # 00422923 the Following Fields have been updated: 
Account ACV has been changed to 4105.44.","005Qk000001nViBIAU","2024-10-31T21:25:21.000Z","2024-10-31T21:25:21.000Z","false","false"
