"Id","ParentId","CommentBody","CreatedById","CreatedDate","LastModifiedDate","IsPublished","IsDeleted"
"00aQk000007cgYVIAY","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the Following Fields have been updated: 
Account ACV has been changed to 70316.8200000000024.","005Qk000001nViCIAU","2024-06-28T15:25:23.000Z","2024-06-28T15:25:23.000Z","false","false"
"00aQk000007cnTVIAY","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the Following Fields have been updated: 
Account ACV has been changed to 35158.4100000000012.","005Qk000001nViCIAU","2024-06-28T15:25:25.000Z","2024-06-28T15:25:25.000Z","false","false"
"00aQk000008L2a6IAC","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the new comment has been added: Andre Wayne Le Roux:

Hi @Andreas Zetea-Ster I have opened the ADO for your request.

[DevOps CommentId:10508118]","0054u000006gtWUAAY","2024-08-05T06:06:58.000Z","2024-08-05T06:06:58.000Z","false","false"
"00aQk000008NV4xIAG","500Qk00000CMvdSIAT","On Escalation Ticket # 00417304 the Following Fields have been updated: 
Account ACV has been changed to 70316.8200000000024.","005Qk000001nViCIAU","2024-08-06T20:05:28.000Z","2024-08-06T20:05:28.000Z","false","false"
"00aQk000008NZq5IAG","500Qk00000CMvdSIAT","On Escalation Ticket # 00417304 the Following Fields have been updated: 
Account ACV has been changed to 35158.4100000000012.","005Qk000001nViCIAU","2024-08-06T20:05:29.000Z","2024-08-06T20:05:29.000Z","false","false"
"00aQk000008NZlHIAW","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the new comment has been added: Hi Team, Can we ask for an update on this case please?","005Qk000001nViCIAU","2024-08-06T20:16:58.000Z","2024-08-06T20:16:58.000Z","false","false"
"00aQk000008W6VVIA0","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the Following Fields have been updated: 
Status has been changed to Awaiting Escalating Engineer.","0054u000006gtWUAAY","2024-08-14T07:10:33.000Z","2024-08-14T07:10:33.000Z","false","false"
"00aQk000008W6VXIA0","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the new comment has been added: Marius Ghiurcau:

@WaitingOnEngineer 

Excellent info and explanations provided.
Unfortunately, there is not too much to do about this right now. We are aware of this limitation and maybe somewhere in the future we will try to do some improvements. This should only happen the first time one tries to upload from a specific folder. A second attempt should have a successful shadow in most of the cases. I tried to reproduce in my environment also, in my case, the background discovery thread starts faster. It might be related also to the specs of the machine.

We could have some general recommendations for POCs/Demos. Try not to use dlptest.com, maybe use dlptest.endpointprotector.com? Suggesting the latter one even though to be honest I had some hard time in testing on it. It doesn't seem to work properly all the time. Anyway, what I wanted to say is that for testing ideally we should use websites where the file does not get automatically uploaded when dragged in some form (this happens on dlptest.com, at least it did in my tests). If one needs to hit also the Submit button, that will give EPP some time to hash in the background the file and will eventually result in a full file path detection. And a shadow will be available.

[DevOps CommentId:10745849]","0054u000006gtWUAAY","2024-08-14T07:10:34.000Z","2024-08-14T07:10:34.000Z","false","false"
"00aQk000008W897IAC","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the Following Fields have been updated: 
Status has been changed to Closed - Resolved.","005Qk000001nViCIAU","2024-08-14T07:59:25.000Z","2024-08-14T07:59:25.000Z","false","false"
"00aQk000008W898IAC","500Qk00000CMvdSIAT","On Escalation Ticket # 00417304 the Following Fields have been updated: 
Status has been changed to Closed - Resolved.","005Qk000001nViCIAU","2024-08-14T07:59:25.000Z","2024-08-14T07:59:25.000Z","false","false"
"00aQk000008W89BIAS","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the Following Fields have been updated: 
Account ACV has been changed to 70316.8200000000024.","005Qk000001nViCIAU","2024-08-14T07:59:28.000Z","2024-08-14T07:59:28.000Z","false","false"
"00aQk000008W89CIAS","500Qk00000CMvdSIAT","On Escalation Ticket # 00417304 the Following Fields have been updated: 
Account ACV has been changed to 70316.8200000000024.","005Qk000001nViCIAU","2024-08-14T07:59:28.000Z","2024-08-14T07:59:28.000Z","false","false"
"00aQk000008W8AjIAK","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the Following Fields have been updated: 
Account ACV has been changed to 35158.4100000000012.","005Qk000001nViCIAU","2024-08-14T07:59:34.000Z","2024-08-14T07:59:34.000Z","false","false"
"00aQk000008W8AkIAK","500Qk00000CMvdSIAT","On Escalation Ticket # 00417304 the Following Fields have been updated: 
Account ACV has been changed to 35158.4100000000012.","005Qk000001nViCIAU","2024-08-14T07:59:34.000Z","2024-08-14T07:59:34.000Z","false","false"
"00aQk000008W4DbIAK","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the Following Fields have been updated: 
Status has been changed to Awaiting Escalating Engineer.","005Qk000001nViCIAU","2024-08-14T07:59:59.000Z","2024-08-14T07:59:59.000Z","false","false"
"00aQk00000CBkn1IAD","500Qk00000CMvdSIAT","On Escalation Ticket # 00413444 the Following Fields have been updated: 
Status has been changed to Closed - Resolved.","005Qk000001nVi9IAE","2025-03-07T12:53:07.000Z","2025-03-07T12:53:07.000Z","false","false"
